Upload an image,Processed Image,timestamp
.gradio\flagged\Upload an image\40c432973f5fad1aeb28\Владимир_Путин_08-09-2022_2.png,"["".gradio\\flagged\\Processed Image\\c671454687bdbde6906a\\image.webp"", "".gradio\\flagged\\Processed Image\\5a4e5f4c2a987eab90c3\\image.webp""]",2025-05-01 17:55:00.762885
